,,"Name (click to view profile)",Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
85,,"Alien Network","2023-01-04 13:31:52",0,no,no,"God damn it this sucks man rip Ken",UCYhupi4h8eCnxyCmRovXvuw,UgxMweujfApufNTBDzB4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgxMweujfApufNTBDzB4AaABAg
86,,MordAuto,"2023-01-04 13:37:43",1,no,no,"He got me into cars at a very young age, I have no words honestly.",UCSAfdEiYIxz7XZ-lspyHk9w,UgyjCci2vWPTf1hLMwN4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgyjCci2vWPTf1hLMwN4AaABAg
87,,"Jason R","2023-01-04 13:43:17",0,no,no,"Damn yo….",UCBehSKncbbPXX7tbxyekfzw,UgyI7nQqX_J3xX8WRAJ4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgyI7nQqX_J3xX8WRAJ4AaABAg
88,,"Fabrício De Brito","2023-01-04 13:51:07",0,no,no,"Why does it always happens to extreme sports person, they die or something terrible happens when doing something so futile. He could have died so many times in tally cars at much faster speed and to die such way is just an anomaly of life. Rip 😢 we will miss you",UCYToGRm8sNdUG4uvI_zg-jQ,UgwgZC5oZUaq0h650i54AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgwgZC5oZUaq0h650i54AaABAg
89,,"Nerdie P","2023-01-04 13:51:33",0,no,no,"Who was this man? Never heard about. He seems to be cool",UCE32zqo4pdJbNKIucZV1A-g,Ugz-UsWbQXnPBKSCBNl4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=Ugz-UsWbQXnPBKSCBNl4AaABAg
90,,Nikkesalo6,"2023-01-04 13:52:43",0,no,no,"Fun Fact: Clouds are actually Ken Block doing burnouts in heaven",UCPpE5o77ZKBKbZA6oicL2IQ,UgzK1bFpe-taveT1p494AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgzK1bFpe-taveT1p494AaABAg
91,,Jax0238,"2023-01-04 13:53:16",0,no,no,"A documentary of Ken Block's life MUST be made! What an EPIC person! RIP Legend.....",UCpxVg2CwUplkN_cLuJ7w9zA,UgyT4XcIxIDZKXZErtB4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgyT4XcIxIDZKXZErtB4AaABAg
92,,"Benjamin Ungle","2023-01-04 13:57:34",0,no,no,"So much Ken block biography on mu timeline. I know why,, rest in peace motorsport Legendary..😭😭💨💨💨💪💪💪",UC1yPVxQp7HVoTYotnjZpvbw,UgwD7lFiXbDHBDkWYER4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgwD7lFiXbDHBDkWYER4AaABAg
93,,"AIMU SOORII","2023-01-04 14:04:18",0,no,no,"Man, It’s very sad to know that he died, he’s such a great man, a racer and a great father for sure, it sure is scary thinking that we just don’t know in what crazy way we’re gonna die, how and when, we’re all gonna drop dead at some point but at least he had a great life and was able to share to million of people his greatness and achievements  thank you for everything, Although I don’t know much about him personally, but I loved every gymkhana videos he’s just a very awesome cool dude and a great person. Rest In Peace Legend.",UCXNn58WtAFgj5VNKXrHIK4Q,UgzRxZlvLLA91pNUtkl4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgzRxZlvLLA91pNUtkl4AaABAg
94,,"Alec Ball","2023-01-04 14:04:39",1,no,no,"My condolences to his family All his work will not be forgotten R.I.P",UCTKfFrxH9_lsJq1qFXTD1iA,UgxOgUHcPmuiWvekO5t4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgxOgUHcPmuiWvekO5t4AaABAg
95,,"lalos lal","2023-01-04 14:07:41",0,no,no,Rip.,UCnhBXr_JKf2TGxaq1kpYaig,Ugyb-ywiFE3Mjc3s0Ix4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=Ugyb-ywiFE3Mjc3s0Ix4AaABAg
96,,dress2impress1000,"2023-01-04 14:12:13",0,no,no,"This felt the same when Paul walker died 😪.  Can't believe this is real RIP 💔",UCgGPPYz5VvjnuKeXc9EAhKg,Ugw8c_XBrJjMvavTThd4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=Ugw8c_XBrJjMvavTThd4AaABAg
97,,"pedro Maze","2023-01-04 14:13:25",0,no,no,"I hope his children continue to carry on their  dad's legacy. Very sad for his families loss. God just collected another one of his special people.",UC0pY2rHdMJwoJ4BzEpGxKBA,UgxKQ67eIh9qYYKu3dN4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgxKQ67eIh9qYYKu3dN4AaABAg
98,,"First Prototype","2023-01-04 14:13:31",0,no,no,Rip,UC9JhbyVMd_FBs0vXZBOiUsA,Ugwl_1cKEJd-3ZopAJV4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=Ugwl_1cKEJd-3ZopAJV4AaABAg
99,,"Jay Outdoors","2023-01-04 14:13:57",0,no,no,"Lol 😂",UCNL6Nkp4yeqUqYso6BclHVA,UgwzB8kKlsOqdParnqZ4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgwzB8kKlsOqdParnqZ4AaABAg
100,,"Darrell The Golfer","2023-01-04 14:14:44",0,no,no,"Rip Ken..🙏🏻🙏🏻..He always the legend😢😢",UCj2LgwFlOvW0-sw1NXXU_oA,UgyPTOkjMnE_Z5ghwvd4AaABAg,https://www.youtube.com/watch?v=apFseszZ7eU&lc=UgyPTOkjMnE_Z5ghwvd4AaABAg
