,,"Name (click to view profile)",Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
72,,"Richard Quick II","2023-01-04 09:06:05",0,no,no,"There are partly redacted images of legally cast Republican ballots from the 2020 election online.  This collection I came across shows Republicans were voted for down the entire ticket, but no choice was made for President.  They did not check off Trump for President, but they did check off for Republicans all down the ticket.",UCPGYGWK-0xGEczUrooQX6hg,Ugyiruq9S7k-YUdQRmt4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=Ugyiruq9S7k-YUdQRmt4AaABAg
73,,"H.E. Hazelhorst","2023-01-04 09:44:14",0,no,no,"Let’s hope 2023 will see the breakup of the GOP",UCe8yxzbkCon8fNaEY-NL7sA,UgyuRsJzeMC39b1B2254AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgyuRsJzeMC39b1B2254AaABAg
74,,Briguy1027,"2023-01-04 09:46:58",0,no,no,"AOC said that one of the things the 20 reps want is to weaken the speaker's power.  It's interesting.  Also, you should never back up Bunker Boy, he'll drop you like a lead balloon if you have nothing to give to him.  Everything is quid pro quo with Bunker Boy.",UCjEf_d_XeH3DOTFxOFx9m6w,UgwZXOuL8dGNkhvc6ll4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgwZXOuL8dGNkhvc6ll4AaABAg
75,,"Doy Roberto","2023-01-04 10:04:01",0,no,no,"McCarthy still kowtow to Trump is unbelievable.",UCeiKT5PF3j7glWZHCiQHEsQ,UgwPl6xLzLsIEzS9c9V4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgwPl6xLzLsIEzS9c9V4AaABAg
76,,laura,"2023-01-04 10:12:20",1,no,no,"Kevin sold his pathetic soul to Orange Jabba for squat! 😂",UCo4p9FzXM6a2gOdOTlpFIvQ,UgyCF8Q-wan-t0IeJGt4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgyCF8Q-wan-t0IeJGt4AaABAg
77,,"David Hernandez","2023-01-04 10:16:37",0,no,no,"POTUSTrump, shouldn't support Graham, McCarthy, & McConnell; Ryan, and Romeny, we're working with democrats, to undermine his presidency. Kevin McCarthy was ever part of MEGAMovement in the first place. That's the problem with Trump he does'nt support the people supports him.",UCpnqcJ-E4MpUJLI7LF38uew,UgwHbp8cu1ZtBfyPas54AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgwHbp8cu1ZtBfyPas54AaABAg
78,,blowingtrees2,"2023-01-04 10:26:54",0,no,no,"Guess who's the BOUGHT TOKEN candidate??
🤣🤣 
Great diversity",UCqIxsJoRG606HBd2feOa26A,UgyDqiJrXfwUCz3poGV4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgyDqiJrXfwUCz3poGV4AaABAg
79,,"Wolfgang Karp","2023-01-04 10:40:31",0,no,no,"Donald Trump 2024 ... 20 - 24 in prison!",UC5b3YV4sA4305hVB-UItKxg,Ugygm3yXmlfDDA0Ooo14AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=Ugygm3yXmlfDDA0Ooo14AaABAg
80,,"JOHNIE GOH","2023-01-04 11:04:03",0,no,no,"Oh US people is a bit serious now . Normally country is just a term for many US people .",UCqpZZ65ua0mJEzeLhxO7HHw,UgxttXDUhuWdmtcJW-d4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgxttXDUhuWdmtcJW-d4AaABAg
81,,2NDARYB18C1,"2023-01-04 11:32:46",0,no,no,"At this point,trump shouldn't even be saying anything politics. He never had good intention on governoning",UC2vfpW_j4TTYO6lpzzDoR8Q,UgyW1xWIO4RTvE_y1qF4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgyW1xWIO4RTvE_y1qF4AaABAg
82,,"Ward Atkins","2023-01-04 11:38:01",0,no,no,"😂 silver tongue devil "" Donnie political shenanigans""",UCnZ97cBwsSWJsvN_rCorytw,UgyVyJ_aIFlHZOUE5uV4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgyVyJ_aIFlHZOUE5uV4AaABAg
83,,"TheInvisibleSwordsman 1","2023-01-04 11:46:58",0,no,no,"That giggle.",UCzXw3HA1GZMgNtHBxB5i9LA,UgzbyDL6BcLxKUid6Xx4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgzbyDL6BcLxKUid6Xx4AaABAg
84,,Scarter63,"2023-01-04 11:50:23",0,no,no,"Hakeem Jeffries needs 6 votes.  C'mon Congress, get to work!",UCpWmVxJrSKZ_u7EWAdfVO3Q,UgxmkF3DEEBEnBPxtkR4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgxmkF3DEEBEnBPxtkR4AaABAg
85,,"Yogi Polar Bear","2023-01-04 11:58:56",0,no,no,"Mcarthy will eventually get it.",UC_QaiEqwvjX4jZvNok8RzRQ,UgwunCNtgMF43zY9YFV4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgwunCNtgMF43zY9YFV4AaABAg
86,,"Wan Cheng Ooi","2023-01-04 11:59:07",0,no,no,"""I am the stable genius.""

Oh, yea, a leader who cannot even lead his party in times of need 🤯",UCaVeSZCHNqm1QfkZPBHkotw,UgzVI0-QzcK9RQFSdEZ4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgzVI0-QzcK9RQFSdEZ4AaABAg
87,,"Charles Brewer","2023-01-04 12:06:21",0,no,no,"McCarthy was critical of Trump imediatly after jan  6th.
Trump holds grudges.
Trump is vengful.
Trump likes to make an example of people so he can intimidate others.
Trump is loyal to NO ONE!
The entire GOP is populated by un-principled COWARDS!",UCqabl4lHOcq-LIPA82zTHdw,Ugyfcg7lA7RGZpsYAYx4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=Ugyfcg7lA7RGZpsYAYx4AaABAg
88,,"Tato martino","2023-01-04 12:18:55",0,no,no,"LOVE IT AND BRANDON KEEPS WINNING 😁😁",UCob3eF03tfj_yDOj0KxbDRQ,UgyFPBYyUcriNp-U4tF4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgyFPBYyUcriNp-U4tF4AaABAg
89,,"Lois upchurch","2023-01-04 12:21:03",1,no,no,"Jim Jordan should be SPEAKER OF THE HOUSE. even 
 Josh Hawley would be good for the job. may I remind USA On J6, McCarthy, happily threw Trump under the bus demanding that he step down from the Presidency. I don’t trust McCarthy.",UChtV4OyGQypOcRdi5S32KOA,UgzTxwZ6CZR2HJoEsWR4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgzTxwZ6CZR2HJoEsWR4AaABAg
90,,"Bernhard Kulzer","2023-01-04 12:24:29",0,no,no,"Did he say ""rebels"" or ""rabbles""...?",UCW9YXHswoD5WtsT_uil0mpQ,Ugw6_OGyHnkrif6Ij6h4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=Ugw6_OGyHnkrif6Ij6h4AaABAg
91,,"Lois upchurch","2023-01-04 12:27:13",1,no,no,"Donald Trump, 2023 should be the speaker of the house. Jim Jordan, or Josh Hawley would be okay.",UChtV4OyGQypOcRdi5S32KOA,Ugzn-00RW3NEUGEz_wF4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=Ugzn-00RW3NEUGEz_wF4AaABAg
92,,"Thu Bay","2023-01-04 12:41:58",0,no,no,"Mike Pence learned a lesssion on J6-Capitol-Attack for being loyal to Donnie.  McCarthy learned a leassion for comming to Mar-a-Lago kissing donnie a$% one week after J6-Capitol-Attack.  J6 rioters learned a lession going to prison for a grifter-in-chief.",UChXWk_Wake0wvlKXdC9dsSQ,UgzR4JAClLNrOsP5Dwd4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgzR4JAClLNrOsP5Dwd4AaABAg
93,,Awax,"2023-01-04 12:43:54",0,no,no,"Trump is the classic Monday Morning Quarterback! When McCarthy comes to his senses and finally realizes he can’t win, Trump will throw him under the bus like he’s done to everyone else because that’s the kind of loser he is.",UCDDq4DUAW0uNMLX0uh-Lbrw,UgwmQ8Nahi9xDbYI1BB4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgwmQ8Nahi9xDbYI1BB4AaABAg
94,,"Julian Xiong","2023-01-04 13:05:53",0,no,no,"Bye bye Pelosi for leaving speaker now bye bye Kevin for not getting enough votes. Everything should be new starting 2023.",UC1a3zILQKrtidRSZmtSWXKQ,UgwO4IhzSqUjTnVVf7Z4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgwO4IhzSqUjTnVVf7Z4AaABAg
95,,"Gangsta Rap Made Me Do It","2023-01-04 13:06:40",1,no,no,"Trump is hedging his bets.

If McCarthy fails it can bury Trump.. so he is leaving the door open to say I didn’t support him.",UCD9Jw_w81gZfBUB7L50u1tw,Ugw_aNrJHGAjOgCEhnF4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=Ugw_aNrJHGAjOgCEhnF4AaABAg
96,,"Andrew Mitchell","2023-01-04 13:10:51",0,no,no,"He should have asked how many NFTs he had to buy to get Trump's support.",UCVTBqjU7Rb1HfS3NsvfjMLg,UgzW5bspzOIFjDykFZp4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgzW5bspzOIFjDykFZp4AaABAg
97,,"Judy S Hallstrom","2023-01-04 13:35:17",0,no,no,"Doesn't speak well for either man.  What a shameful thing to watch.",UCwX5dtv20rygWed2i9ow7Yw,Ugy2jAx03n524LCtTvF4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=Ugy2jAx03n524LCtTvF4AaABAg
98,,"Patrick M","2023-01-04 13:45:56",0,no,no,"Trump can’t seriously want the job, can he?",UCwLP5lPME0V7vFEfLif9IaA,Ugz2RTLEiuxUI-2NLoR4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=Ugz2RTLEiuxUI-2NLoR4AaABAg
99,,"John Wilson","2023-01-04 13:56:06",0,no,no,"McCarthy being good friends with Trump? When did that happen? Last mention McCarthy made about Trump it was to deride him for the so-called Jan 6th fiasco, even though it's now been proven that Pelosi orchestrated it.",UCJDPL7wXAXYlqnUuehN3iCw,UgyWliFRhPLpgJQwQ6N4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgyWliFRhPLpgJQwQ6N4AaABAg
100,,"JJ 78","2023-01-04 14:05:31",0,no,no,"I would not be surprised by a move to introduce Trump as speaker",UCsR5vIaYeAdYJ5sWnDGHezg,UgzL9E1j_yLYm3K1DbR4AaABAg,https://www.youtube.com/watch?v=XW2V9tMMnUQ&lc=UgzL9E1j_yLYm3K1DbR4AaABAg
