,,"Name (click to view profile)",Date,Likes,isHearted,isPinned,Comment,"Profile ID","Comment ID","Comment URL"
68,,"hazimi mohamad","2022-12-20 09:21:46",0,no,no,"ingat banjir di pakistan lagi dasyat. moga Allah tidak menguji kita dgn yang lebih hebat lagi.",UCMoUSuSvSlCOJSKVsyxRqVQ,UgwhKFPA02HsE6g7OWR4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwhKFPA02HsE6g7OWR4AaABAg
69,,"uswa hamza","2022-12-20 10:50:42",0,no,no,"ya Allah takut liatnya..semoga tak ada korban jiwa🇮🇩",UCinSnax4UOAWHHrPowm6-mw,UgwgjzuDLzMR-gRl1t54AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwgjzuDLzMR-gRl1t54AaABAg
70,,"Muktar Tar","2022-12-20 10:55:17",3,no,no,"Saya dr Aceh try brduka atas msibah  yg mlnda sanak saudara d mlaysia,smga tetap kuat keimanan nya amin y rabbal alamin",UC5KPXizFusCINharZu2W0xw,Ugy2Iv2ecAIp8Gi0b5B4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugy2Iv2ecAIp8Gi0b5B4AaABAg
71,,"Syafiq Phone","2022-12-20 11:08:21",2,no,no,"Padan muka ! Siapa suruh undi PAS sebab duit? Aq daa kata sebelum DSNR masuk penjara......mungkin bentuk balasan ALLAH adelah banjir besar......Benda niyh aq daa cakap kemudian.....rasakan",UCA6tVr0EVPypFueDFrtG_ZQ,UgwGDpXv4iBRRFdq7wt4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwGDpXv4iBRRFdq7wt4AaABAg
72,,"Parrot Brand","2022-12-20 12:26:04",0,no,no,"Setiap tahun pun ada monsoon dan banjir. Sudah berapa tahun merdeka, kenapa tak ada penyelesaian? Mengawal banjir adalah perkara mustahil? Tanyalah pakar dari Belanda dan China. Mereka yg paling berjaya dlm projek kawalan banjir.",UCKr6VXHXMSu46XCrOiLXG2g,UgzEGY7AnUrKqkbDczd4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgzEGY7AnUrKqkbDczd4AaABAg
73,,"Muhammad Nasri","2022-12-20 15:29:56",2,no,no,"Di antara jalan kanan dan kiri, orang pantai timur telah memilih jalan kanan. Saban tahun Tuhan menegur mereka dengan banjir lalu mereka menganggap bahawa teguran Tuhan itu disebabkan mereka belum cukup kuat memilih jalan kanan dan Tuhan sedang murka.

Lantas mereka mengerahkan segenap penduduk negeri untuk memilih jalanan kanan dengan lebih pekat, lihat, melekat dan bersungguh-sungguh. Namun tuhan tetap menegur mereka dengan lebih keras bahkan dua kali lipat. 

Bagaimana jika sebenarnya mereka menyambut teguran Tuhan itu dengan cara yang salah? Bagaimana jika Tuhan sebenarnya mahu mereka melalui jalan kiri?",UCeIBOjw7Ktzk5xVqn89158w,UgxG85UmnUrn9FWsUwZ4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgxG85UmnUrn9FWsUwZ4AaABAg
74,,"sundar mann","2022-12-20 15:53:05",2,no,no,"Ini semua salah Parti Ajaran Sesat dan parti Perjudian Nasional. Kerana dosa2 mereka ini, Maha Esa menghukum negeri2 kepimpinan mereka. Banyak sangat dosa2 Muidin dan Hadi kepala tuala. Berinsaf lah demi rakyat2 yang dalam kesusahan",UCtNtvNU3Ni2XJi9uHXgto2g,UgwDuYg05LqLkyCJNed4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwDuYg05LqLkyCJNed4AaABAg
75,,"David Chin","2022-12-20 16:05:40",0,no,no,"Hanya  Jesus yang maha kuasa mampu selamatkan Kelantan dan Terengganu.",UC91NrgJj481s_EnwJbnL13A,UgwTyYbNZ1VJk30HKpd4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwTyYbNZ1VJk30HKpd4AaABAg
76,,chot,"2022-12-20 16:47:41",0,no,no,"Dah mcm lautt dahh",UCGuBq65rh7NLXlLvKZfdkwQ,Ugw8rEfWgv7OjYETLi14AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugw8rEfWgv7OjYETLi14AaABAg
77,,"Azman Abdullah","2022-12-20 18:05:16",0,no,no,"Mesti guna bot yg besar enjin pun besar bot mesti byk tp duit dh habis beli bendera habis byk utk pru duit sepatut nya habis beli persiapan hadapi banjir  baru ada manfaat pd manusia",UCMEjEbnGXbnq2Gf8CLYk-xQ,Ugzjg12dR_4BC_58N4d4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugzjg12dR_4BC_58N4d4AaABAg
78,,"asrama rusila","2022-12-20 23:25:44",1,no,no,"mmng dari zaman dulu2 lagi banjir berlaku di pantai timur setiap hujung tahun, .dh memang musim die,dh name bencana alam, ape blh buat.. cume taburan hujan berbeza2 setiap tahun, kdg2 buruk, kdg2 sederhana..tp ramai plk kaitkan dengan politik..mcm bdk bodoh pn ade komennye kaitkan dgn politik..mcm lembu la contohnye, ade otak, tp xde akal..semoga warga pantai timur tabah hadapi musibah ni.",UC482AGc0hEDfLOAcHwCWEaw,UgxlNHrqEkVZoG3m-n14AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgxlNHrqEkVZoG3m-n14AaABAg
79,,"Mohd Razib Wan","2022-12-21 01:04:42",0,no,no,"Mana MB Kelantan Dan MB Trengganu. Dikala Rakyat yg mengundi Susah kemana meraka menghalang..tiada media statement utk beri bantuan kpd Rakyat.. Malang sungguhla Rakyat kelate Trengganu kite .
Tiba2 MB Selangor yg umum bantuan",UCbOWLBzLXkFxip2c_IlrniQ,Ugwn1QU5d8grWM1WRWV4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugwn1QU5d8grWM1WRWV4AaABAg
80,,"Mohd Razib Wan","2022-12-21 01:19:11",1,no,no,"Berdoa saje belom tentu dimakbulkan kalau Tanpa usaha. Saban Hari Bulan,tahun diadakan solat Hajat namun banjir seolah pasti Berlaku. DOA ulama PAs belom tentu makbul kalau dlm hati Ada titik hitam perasaan irihati dendam melekat dgn memfitnah. 
Semoga Rakyat Kelantan,Trengganu bersabar sambil memujuk diri untuk Berubah Kerajaan yg lebih perihatin kpd Rakyat. Akidah diikat kuat dlm hati. In ShaaAllah Allah Maha merancang dan lebih Mengetahui niat dihati",UCbOWLBzLXkFxip2c_IlrniQ,UgwxeP7x-tWRdX6Vu3d4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwxeP7x-tWRdX6Vu3d4AaABAg
81,,"do re me","2022-12-21 03:10:19",0,no,no,"Minta semua penduduk seluruh kelantan buat SOLAT HAJAT.Inilah banjir paling teruk dalam sejarah.",UCQybvmYQqwoZeCrIKZFs93A,UgzKsDNzdN22Lhap9Pp4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgzKsDNzdN22Lhap9Pp4AaABAg
82,,"Abg Ngah KamaL","2022-12-21 03:37:51",0,no,no,"Bersiap sedia lah kita semua...nanti banjir besar berganda2 akan melanda negeri²  sebelah sana.melaka n/sembilan johor akan tenggelam..termasuk di kawasan tanah rendah sabah sarawak.....semuanya akan diberikan peringatan..indonesia pon akan tenggelam..siap sedia la semua..ekonomi akan punah...bersatu la wahai agama islam sedunia..",UCyoxb25tgIqQhujrHfsAH9w,Ugwa8O4yIlCxMYDzSVF4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugwa8O4yIlCxMYDzSVF4AaABAg
83,,"Faezah Md mukri","2022-12-21 05:10:21",0,no,no,"Semuga semua dalam lindungan Allah dan dipermudahkan semua urusan.",UCHM3K9XbDOcxqPvD5mvH1nw,Ugw2UG1NMVhYZQrC4qp4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugw2UG1NMVhYZQrC4qp4AaABAg
84,,"Afia Hani Fadzil","2022-12-21 05:51:19",2,no,no,"Saya duduk di Kelantan dan saya duduk tepi Sungai Golok Alhamdulillah semalam air dah surut tak sempat naik lagi dalam rumah kawasan kami..saya doakan semua jaga diri&selamat.Aamin..",UCOZpuutW4tYXwh_GhEFRaAw,UgwHHJM1QyXcSvdPjTZ4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwHHJM1QyXcSvdPjTZ4AaABAg
85,,"Tarmizan Tambychik","2022-12-21 07:16:22",0,no,no,"Simpati kepada warga Kelantan dan Terengganu umumnya. Ni asbab silap undi kerajaan atau mmg dah musim ujan lebat? Tak tahu nak kata. Selalunya kalau kat belah sana berlaku musibah banjir buruk,  dikatakan ujian utk org baik baik. Tak tahu lah nak kata mcm mana",UCP_NirP4sdg8zdiHe7k_ZNg,UgzdPWUEg2EKdgUttk54AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgzdPWUEg2EKdgUttk54AaABAg
86,,"Roy Ganda","2022-12-21 07:55:01",0,no,no,"Where is samsuri and pas party President ,they took holiday and makes private party in NZ sing a song ,chit chat with hottes girl and then prays flood left as soon as possible",UCU8pkXoeCMZGNX4YOz_0yag,UgzoLPaREQapJF6gvad4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgzoLPaREQapJF6gvad4AaABAg
87,,"Roy4ever Ever","2022-12-21 08:07:24",0,no,no,"Negeri negeri pas kuasai ...cuma Kedah ja belum kena",UCUlbtatI3VnM-OVZ3JyDiPA,Ugzid_I64J_cl8wfLJB4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugzid_I64J_cl8wfLJB4AaABAg
88,,sadiomane,"2022-12-21 09:35:38",0,no,no,"Setiap rumah kena ada satu bot pelampung",UCiWmVbO66ByYI3jH6PmwP3w,UgyRU5wFh3YO1Q35BTd4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgyRU5wFh3YO1Q35BTd4AaABAg
89,,"Ahmad Nafari Abdul Hamid","2022-12-21 10:41:06",0,no,no,"Ketika datang ujian atau musibah maka muhasabah diri masa yang tepat. Semoga selalu sabar!",UC8nnT4pKKm3epYHmxewbidA,Ugwy-tU7TJUas9IIlbF4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugwy-tU7TJUas9IIlbF4AaABAg
90,,R,"2022-12-21 12:39:41",0,no,no,"Mana ahli politics PAS??? cakap pandai, masa rakyat susah mana dia orang?",UCqqpUToUVst6A5ODn-SiiHg,UgzHKj1MU_xJ7N3W5d54AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgzHKj1MU_xJ7N3W5d54AaABAg
91,,"Dewi Ana","2022-12-22 14:30:25",0,no,no,"Pas negeti kayaraya... Dulu PH dah byr roylty bukan sikit  ...nti boleh lah baik pulih negeri..",UCmwAlWjifpBQNgyy5THoVtA,UgycapKviUJ6DsncpJB4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgycapKviUJ6DsncpJB4AaABAg
92,,"Isyraf Zainal","2022-12-22 17:18:17",0,no,no,"Semoga mangsa banjir ni tabah menghadapi ujian Allah.",UCyo1MFSpRBxI79X5zOSHqCQ,UgxrJC7gRLja01WWGnh4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgxrJC7gRLja01WWGnh4AaABAg
93,,"Mj Mu","2022-12-22 18:32:27",0,no,no,"Berita ini sudah 3hari...mne berita hari ini??",UC5qcloxGxtNcJ_8bekRy1Nw,UgxAstcNrYam9KrawrJ4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgxAstcNrYam9KrawrJ4AaABAg
94,,"Fauziah Mohd Din Mohd Din","2022-12-22 21:35:41",0,no,no,"Pernah kerja di Trg . Kawasan ni semua berpuluh tahun dilanda banjir setiap musim tengkujuh . Sama juga rumah saya tapi saya buat tinggi 2 tingkat bawah kosong parking utk atasi banjir . Di kawasan banjir hanya perlu  buat kolam yg dlm utk laluan air beralih . Sama sprt Amsterdam mrk guna kawasan dinaiki air laut sebagai benteng dari bandar tenggelam ..",UCgMeoVy2ZowzNABbLZCRf0g,UgzzQ250L1VBmBLGkr14AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgzzQ250L1VBmBLGkr14AaABAg
95,,"RaYeop P","2022-12-22 23:28:04",0,no,no,"Pemimpin anda yang anda pilih tidur - masalah banjir ni dah berkurun dan jika ia tidak selesai maka ia adalah lambang maha kebodohan pemimpin yang anda pangkah masa mengundi",UCe7IlubnHLjpWD2iaGa81Hg,UgyaPQdrzj6Q2I2Mzad4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgyaPQdrzj6Q2I2Mzad4AaABAg
96,,eddY,"2022-12-23 07:18:39",0,no,no,"Satu cabaran bagi kerajaan perpaduan dalam menangani bencana ini serta bentuk bantuan yang dapat disalurkan.
Semoga Malaysia aman sejahtera.",UCFvnAF2MVO7LDSrU_pxFVFg,Ugw9EPT-DGAtBBeKrlt4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=Ugw9EPT-DGAtBBeKrlt4AaABAg
97,,"Khalid Alang","2022-12-24 10:57:25",0,no,no,"Kelantan dengan terengganu tempat kawasan rendah tempat air mudah naik dengan pantas",UCeqaBnqyToZJUU9_ygybKRQ,UgxbvgFOhXxs-LAgEC14AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgxbvgFOhXxs-LAgEC14AaABAg
98,,"Nikaziz Abdullah","2022-12-24 16:58:34",0,no,no,"Allahuakbar Allahuakbar Allahuakbar Allahuakbar semoga Allah memberi yg terbaik",UCMLJkpg9UrslY5YQYpYelCw,UgwsxWI7s0Hjg2rVKVJ4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwsxWI7s0Hjg2rVKVJ4AaABAg
99,,"THE real Hero","2022-12-29 15:00:05",1,no,no,"where is this??? , please  share the name of this place",UCyd_zhEyoiqhbKLz4Jnj7DQ,UgzKzG9OSDuF7T9NxJJ4AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgzKzG9OSDuF7T9NxJJ4AaABAg
100,,"Pak Dhe","2022-12-30 05:23:45",0,no,no,"Sudah masuk tahun 2023, sudah waktunya rakyat Malaysia dan para NGO mengesa kerajaan, menanam secara masif pohon-pohon beringgin, pohon serapan air di kawasan perbukitan dan dataran tinggi, hentikan menganggu ecosistem di kawasan perbukitan dan pergunungan.",UCI9WaLMPW1eOACpZH3k_Ejw,UgwuR3ekkF6BuJAuct14AaABAg,https://www.youtube.com/watch?v=K8YAmPLrsh8&lc=UgwuR3ekkF6BuJAuct14AaABAg
